,Unnamed: 0.1,Unnamed: 0,title,fail_factor,impact,phase,actor,controllability,is_overrun_related,evidence,evidence_section,confidence,file
10,10.0,5.0,ベイラ港浚渫能力増強計画,浚渫作業の収入のみで経費を賄えない財務管理体制と低い収益性,毎年営業支出が営業収入を超え赤字が継続しており、独立採算制による自立した運営維持管理が困難な状況にある,OPERATION,PARTNER,MEDIUM,False,浚渫作業の収入のみでは経費が賄えていないことがうかがえる。EMODRAGA の損益計算書の主要財務指標...毎年、営業支出が営業収入を超えており、赤字が継続している。,3.5.3 運営・維持管理の財務,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0501300_4_f.pdf
11,11.0,6.0,ベイラ港浚渫能力増強計画,部品交換や修理を適切に実施するための予算不足と技術力不足,消耗や破損による複数の機器不具合が修理されない状態で放置され、機材の持続的活用に懸念が生じた,OPERATION,PARTNER,LOW,False,事後評価時現地調査の確認では、消耗や破損によるいくつかの機器の不具合が、修理されていない状態で散見された。,3.5.4 運営維持管理の状況,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0501300_4_f.pdf
12,12.0,0.0,ラパス県村落開発機材整備計画,小規模灌漑施設建設を担当する各市の建設事業費不足を理由とするボリビア側の資金不足,灌漑水路改修の実施が一部に留まり、延長距離の実績（11.7km）が目標値（52.1km）を大幅に下回った,IMPLEMENTATION,PARTNER,LOW,False,灌漑水路改修延長については、小規模灌漑施設建設を担当する各市の建設事業費不足を理由とするボリビア側の資金不足により目標値の到達に至っていない（実績値 11.7Km）,3 有効性･インパクト,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507800_4_f.pdf
13,13.0,1.0,ラパス県村落開発機材整備計画,ソフトコンポーネントによって研修・訓練を受けた技術者の残留率が低かったこと,実際の運営維持管理活動への参加状況が低くなり、運営体制の持続性に課題が生じた,OPERATION,PARTNER,MEDIUM,False,本事業ソフトコンポーネントによって研修・訓練を受けた者の残留率は低く、実際の運営維持管理活動への参加状況が低いことにより、一部課題があると見受けられる。,4 持続性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507800_4_f.pdf
14,14.0,2.0,ラパス県村落開発機材整備計画,維持管理担当機関（SDDETI、SEDEPPAR）において機材登録システムや維持管理計画が不在であったこと,機材の適切な管理体制が構築できず、運営維持管理状況の一部に問題が生じた,OPERATION,PARTNER,HIGH,False,SDDETI および SEDEPPAR は機材を管理する機材登録システムが不在であること、また、実際の運営維持管理活動への参加状況が低いことが指摘されており、本事業の運営維持管理にあたり一部問題があると判断される。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507800_4_f.pdf
15,15.0,3.0,ラパス県村落開発機材整備計画,行政上の手続きの遅れによるオートバイのナンバープレート取得の遅延,供与されたオートバイの十分な活用が事後評価年の2011年まで大幅に遅れた,OPERATION,PARTNER,MEDIUM,False,SDDETI 所有のオートバイがナンバープレート取得遅延により十分な活用が遅れたこと（2011 年に取得済み）,4 持続性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507800_4_f.pdf
16,16.0,4.0,ラパス県村落開発機材整備計画,利用者組合（AUPA）の組合費の将来的な徴収見通しが必ずしも確保されていないこと,運営維持管理費の継続的な確保が不透明であり、財務的な持続性に懸念が生じた,OPERATION,PARTNER,MEDIUM,False,AUPA については、利用者組合の組合費の今後の徴収見通しにつき必ずしも確保されたものではないこと等により、一部問題があると判断される。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507800_4_f.pdf
17,17.0,0.0,サン・フアン・デル・スル漁業施設整備計画,相手国の既存の商習慣や漁民と仲買人の金銭的依存関係を十分に考慮せず、オークション取引の導入を前提とした事業設計を行ったこと,オークション取引が導入されず、水揚げ効率の改善や公正な価格での取引といった事業目的が達成されなかった,PLANNING,MULTIPLE,MEDIUM,False,本案件では、事業目的と上位目標の両方の達成を意図したために、実現可能性が不透明な手段（オークション取引）を導入することとなり、無理な事業設計となってしまったと考えられる。,3.1.4 事業設計の適切性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf
18,18.0,1.0,サン・フアン・デル・スル漁業施設整備計画,事業完了後の政権交代により、政府の漁港活用方針が「オークション取引」から「加工・輸出拠点」へと転換されたこと,当初計画されたオークション取引関連の施設・機材が活用されず、事業の有効性と持続性が低下した,OPERATION,EXOGENOUS,LOW,False,2007 年 2 月の政権交代により、政府の方針が変わり、オークション取引は導入されず、漁港施設の活用方針も「漁民から漁獲物を買い取り、漁獲物の加工と輸出を行う拠点」となることに方針転換された。,3.1.2 開発ニーズとの整合性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf
19,19.0,2.0,サン・フアン・デル・スル漁業施設整備計画,刺網漁法による乱獲などの影響で、近海の水産資源が減少したこと,SJDS漁港での漁獲物取扱量が大幅に減少し、取扱量の増加という事業目的が達成できなかった,OPERATION,EXOGENOUS,LOW,False,「SJDS 近海の水産資源賦存量の減少」が考えられる。SJDS 漁港長及び漁港関係者によれば、「刺網漁法」による漁獲物の乱獲が SJDS 漁港近海の水産資源減少の一因とのことである。,3.3.1.3 近海における水産資源の減少,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf
20,20.0,3.0,サン・フアン・デル・スル漁業施設整備計画,漁民向けの小規模金融制度が未整備であり、漁民が仲買人への金銭的依存から脱却できなかったこと,漁民が自由に販売相手を選べず、オークション取引の導入や公正な価格形成を妨げる要因となった,PLANNING,PARTNER,MEDIUM,False,商習慣を変えてオークション取引を行うには小規模金融制度の導入なども併せて必要であり、簡単に導入できる商習慣ではなかったと考えられる。,3.1.4 事業設計の適切性,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf
21,21.0,4.0,サン・フアン・デル・スル漁業施設整備計画,ソフトコンポーネントの実施期間が短く、かつ運営管理組織の形成が遅れたため、技術指導の対象が限定的であったこと,新しい施設運営方法や商習慣が現地に定着せず、機材や施設が当初の目的通りに活用されなかった,IMPLEMENTATION,MULTIPLE,MEDIUM,False,本事業竣工時には、ソフトコンポーネントにより漁港運営方法についての指導も行ったが、実施期間は短く、また漁港を運営する漁港運営維持管理組織もまだ形成されていなかったためトレーニング対象者は漁港運営維持管理組織の責任者に限定されていた。,3.3.1.1 水揚げ効率の改善,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf
22,22.0,5.0,サン・フアン・デル・スル漁業施設整備計画,オークション利用料やクレーン使用料といった当初想定していた主要な収入源が、取引形態の不成立により実現しなかったこと,漁港運営が赤字経営となり、外部機関からの補填なしには自立的な維持管理が困難な状態となった,OPERATION,PARTNER,MEDIUM,False,水揚げ（クレーン利用）料・荷捌き取り扱い料、冷蔵庫利用料など、収入全体の約 4 割を占めることが想定されていた収入源が実現せず、INPESCA によれば赤字経営が続いている。,3.5.3.1 施設の財務状況,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf
23,23.0,6.0,サン・フアン・デル・スル漁業施設整備計画,保守部品（コンプレッサー部品等）が国内で入手困難であり、かつ高価であるため予算措置が遅れていること,製氷機のコンプレッサーのオーバーホールが適切に行われず、稼働停止や故障のリスクが高まっている,OPERATION,PARTNER,LOW,False,コンプレッサーの部品や製氷機のフィルターなどはニカラグアでは入手できないためメキシコやコスタリカの代理店から購入しなければならない。部品代が高い、在庫切れなどの理由で、これまで購入されていない。,3.5.4.2 維持管理の状況,0.8,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0508600_4_f.pdf
24,24.0,0.0,環境監視システム整備計画,建設予定地に近隣の生活廃水が流れ込む小川が縦断していたことによる整地の遅れ,2階建局舎が工期内に完成せず、管理部門とラボが分離したことによる規律の乱れや技術指導の非効率が生じた,IMPLEMENTATION,EXOGENOUS,LOW,True,整地の遅れにより、日本側施工業者による着工が計画より 4 ヵ月遅れ、工期が 11 ヵ月から 8.5 ヵ月に短縮し 2 階建て局舎の工期内での完成は困難となったため、1 階部分を完成させ,3.2 効率性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
25,25.0,1.0,環境監視システム整備計画,環境省の予算不足や州独自の雇用制度、多民族国家特有の民族感情による職員採用の困難,プロジェクト要員の採用が当初計画を大幅に下回り、環境モニタリング活動や収集データの分析・活用に支障をきたした,IMPLEMENTATION,PARTNER,LOW,False,各州は憲法上、連邦政府が雇用した職員を雇用する義務はなく、むしろ公務員の雇用は州独自の制度に従わなければならなかったことや、多民族国家パキスタンにおける複雑な民族感情もあり、当初計画どおりの採用は困難となった。,3.5 持続性,0.95,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
26,26.0,2.0,環境監視システム整備計画,頻発する停電および停電復旧時に発生する過電流（電圧の急激な変動）による精密機械への負荷,完了後4年弱で58.9％もの機材が故障を経験し、維持管理コストが当初計画時の3倍に膨らむ要因となった,OPERATION,EXOGENOUS,LOW,False,機材の維持管理にとって停電より深刻なのは、停電後の過電流である。精密機械では電圧の変動は通常 10%以内が想定されているが、パキスタンでは、230Vから 360Vと 57%も変動し、このような過電流が 2009 年の 4 月~12 月だけで 300 回も記録されている,3.5 持続性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
27,27.0,3.0,環境監視システム整備計画,憲法改正による連邦環境省の廃止と、各州への権限委譲に伴う運営主体の変更および不透明化,中央環境分析ラボラトリー（CLEAN）の今後の活用方法が未確定となり、事業効果の持続性に大きな懸念が生じた,OPERATION,PARTNER,LOW,False,環境省は 2011 年 6 月末で廃止され、連邦EPAは同年 7 月より内閣府の首都行政開発局の中に置かれることになった。この機構改革により...CLEANがどのように活用されていくかは事後評価時点ではまだ明確になっていない。,3.5 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
28,28.0,4.0,環境監視システム整備計画,研修期間の不足、参加者の基礎知識不足、およびコミュニケーション上の課題,ソフトコンポーネント研修終了時点で参加者の技術レベルが不足し、機材の活用や故障時の適切な対応ができなかった,IMPLEMENTATION,MULTIPLE,MEDIUM,False,コミュニケーションの問題が大きかったこと、また習得すべき知識・技術の量、参加者の数学・化学の基礎知識に鑑みて期間が十分でなかったことから、参加者が機材の十分な活用のための技術レベルに達しておらず、故障の際にも適切な対応を取ることができなかった,3.3 有効性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
29,29.0,5.0,環境監視システム整備計画,経済危機や大規模な洪水被害による国家予算の窮状,予算は承認されても実際には一部しか支出されない状況が続き、機材の維持管理の不備や要員の給与遅配を招いた,OPERATION,PARTNER,LOW,False,予算の支出は、国家予算の窮状から困難を極めた。実際の支出は、計画比で 2007-2008 が 22.8%、2008-2009 が 58.0%であった。その後 2008-2010 は経済危機、2010-2011 は洪水被害などもあり、予算は承認されても実際にはその一部しか支出されない,3.5 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
30,30.0,6.0,環境監視システム整備計画,治安の悪化による、KPK州およびバロチスタン州への日本人専門家の業務渡航禁止措置,技術協力プロジェクトによる日本人専門家の直接指導ができず、一部の州で測定技術の習得や維持管理に支障が出た,IMPLEMENTATION,EXOGENOUS,LOW,False,治安の悪化によりKPK州・バロチスタン州への業務渡航が禁止され、技プロ開始後も日本人専門家が直接 2 州のラボで指導を行うことができなくなった,3.5 持続性,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
31,31.0,7.0,環境監視システム整備計画,パンジャブ州における州政府庁舎の移転工事の遅れ,機材は期限内に納入されたものの、本格的な設置が当初予定から1年遅れの2008年3月となった,IMPLEMENTATION,PARTNER,MEDIUM,True,パンジャブ州では、機材は期限内に納入されたが、EPD 庁舎の移転工事の遅れにより本格的な設置は１年後（2008 年 3 月）となった。,3.2 効率性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0511500_4_f.pdf
32,32.0,0.0,電力技術基準促進支援プロジェクト,送電線建設に関する円借款事業の効果最大化を目的とした追加的な技術研修の実施,協力期間が2か月間延長され、協力金額が計画比125%にまで超過した,IMPLEMENTATION,MULTIPLE,HIGH,True,2 か月間の協力期間の延長は、本プロジェクトの技術者と送電線建設に関する日本の円借款に関与する技術者に対して送電に関する追加的な技術研修を実施することで、両プロジェクトの効果を最大化するというものであり、この期間延長にともない協力金額も計画を上回った。,3 効率性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601477_4_f.pdf
33,33.0,1.0,電力技術基準促進支援プロジェクト,プロジェクトによって策定された活動を継続・普及させるための予算割り当ての不足,電力局・電力公社によるトレーナー実地研修やPR教材の作成が制約された,OPERATION,PARTNER,MEDIUM,False,プロジェクトによって策定された活動を継続するための予算割り当てが十分ではないことなど、体制面、技術面、財務面についての課題が指摘された。,総合評価,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601477_4_f.pdf
34,34.0,2.0,電力技術基準促進支援プロジェクト,プロジェクトで育成・認定された技術者が知識や技術を強化し続けるための機会の欠如,開発された研修制度等の制度的枠組みが実行されず、技術的な持続性に課題が生じた,OPERATION,PARTNER,MEDIUM,False,プロジェクトが実施した研修で育成、認定された技術者が知識や技術を強化していく機会がないという技術面の問題にもつながっている。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601477_4_f.pdf
35,35.0,3.0,電力技術基準促進支援プロジェクト,発電所等の電力施設に対する、LETSに適合した活動計画の作成や指導の不足,プロジェクト目標である「行政組織および電力業者内でのLETSの機能」が一部達成に留まった,OPERATION,PARTNER,MEDIUM,False,指定された発電所では LETS に則って点検、審査が行われるようになったが、LETS に適合した活動計画の作成には至っていないため、プロジェクト目標「行政組織および電力業者内において電力技術基準（LETS）が機能する」は一部達成されていない。,総合評価,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601477_4_f.pdf
36,36.0,4.0,電力技術基準促進支援プロジェクト,事故データベースの構築および事故報告体制の確立に向けた組織的な取り組みの遅れ,上位目標である電力セクターにおける活動および電力設備の安全性の改善が一部未達成となった,OPERATION,PARTNER,MEDIUM,False,電力局や電力公社が運営する発電施設のうち 1MW を超える規模の発電所においては、LETS を運用して点検が行われているが、事故のデータベースと事故報告の体制はまだ確立されているとはいえない。したがい、上位目標「電力セクターにおける活動および電力設備の安全性が改善される」も一部達成されていない。,総合評価,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601477_4_f.pdf
37,37.0,0.0,法整備支援プロジェクト,教材の普及セミナー等の計画されたアウトプット達成に想定以上の時間を要した,協力期間が計画比161%（約2年近く）、協力金額が計画比133%と大幅に超過した,IMPLEMENTATION,MULTIPLE,MEDIUM,True,これは、計画されたアウトプット（作成された教材の普及セミナーの実施等）達成のため、プロジェクト期間を延長したことによる。,3 効率性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601488_4_f.pdf
38,38.0,1.0,法整備支援プロジェクト,成果を測定するためのモニタリング体制やデータ収集が不十分であった,上位目標の達成度を測る数値目標が達成できたかどうか、データ不足のため検証不能となった,OPERATION,PARTNER,MEDIUM,False,（なお、目標数を達成できたかどうかについてはデータ不足のため検証できていない。）,2 有効性・インパクト,0.85,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601488_4_f.pdf
39,39.0,2.0,法整備支援プロジェクト,データベースを更新・管理できる知識を有する職員の育成が不十分であった,開発されたデータベースがプロジェクト終了後に部分的にしか活用されず、放置されるリスクが生じた,OPERATION,PARTNER,HIGH,False,本プロジェクトで開発されたデータベースは、更新できる知識を有する職員が不足していること、職員に広く活用されていないことなどから、プロジェクト終了後には部分的にしか活用されていない。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601488_4_f.pdf
40,40.0,3.0,法整備支援プロジェクト,検察官や裁判官等の人材育成に対する政府予算の割り当てに制約がある,プロジェクトで作成した教材や資料を継続的に更新・活用するための財政的な持続性が確保しにくい,OPERATION,PARTNER,LOW,False,財務面では、検察官や裁判官等の人材育成のための政府からの予算に制約があることが確認された。,4 持続性,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601488_4_f.pdf
41,41.0,0.0,税関行政近代化のための指導員養成プロジェクト,体系的な人材育成および後継者育成計画の実行が組織的になされなかったこと,上位目標の達成が阻害され、プロジェクトにより発現した効果が限定的になった,OPERATION,PARTNER,HIGH,False,体系的な人材育成が行われていないことが上位目標達成を阻害した要因であり、結果としてプロジェクトの効果が限定的になった。,0. 要旨,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
42,42.0,1.0,税関行政近代化のための指導員養成プロジェクト,化学分析機材の維持管理予算が絶対的に不足（必要額の7分の1程度）していたこと,機材の故障・不具合に迅速に対応できず、十分な分析精度の確保や機材の活用が阻害された,OPERATION,PARTNER,MEDIUM,False,化学分析機材の維持管理費用は、必要額の 7 分の 1 程度しか確保されていない。...機材の故障・不具合に迅速に対応できていない。,3.4.5 効果の持続状況,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
43,43.0,2.0,税関行政近代化のための指導員養成プロジェクト,プロジェクト管理委員会から人事・組織局等の関連部署への引き継ぎが不十分で責任所在が不明確になったこと,後継者育成の組織的な活動継続や体系的な人材育成の仕組み構築が困難となった,OPERATION,PARTNER,HIGH,False,関連部署へプロジェクト活動の引継ぎが適切に行われなかったことから、責任の所在が不明瞭になり、GDC として組織的な活動継続が行えていない状況にある。,3.2.2.1 上位目標達成度,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
44,44.0,3.0,税関行政近代化のための指導員養成プロジェクト,湿度90%超の保管室、清掃不足による害虫侵入、停電対策の欠如といった機材管理環境の不備,供与された高額な化学分析機材の頻繁な故障が発生し、アウトプットの産出を阻害した,OPERATION,PARTNER,HIGH,False,湿度が 90%を超える部屋で機材が保管されていたり、実験室の整理整頓・清掃が行き届かず、ネズミ・ゴキブリが部屋に侵入したりしている機材管理状況である。,3.4.5 効果の持続状況,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
45,45.0,4.0,税関行政近代化のための指導員養成プロジェクト,指導員の所属部署での本来業務が優先され、講師活動を支える制度的・財政的措置が不十分であったこと,指導員が講師活動に注力できず、実地研修の期間が5日間から2日間に短縮され、研修内容が不十分になった,OPERATION,PARTNER,MEDIUM,False,指導員の所属部署の業務が本来業務として研修業務よりも優先される傾向にあるため、実効力は高くない。...研修日数が短縮された主な理由は、指導員や研修参加者が他業務で多忙だからである。,3.4.2 カウンターパートの体制,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
46,46.0,5.0,税関行政近代化のための指導員養成プロジェクト,講師派遣にかかる旅費予算の不足により、職員が自腹で旅費を負担する状況が発生したこと,地方税関への講師派遣が見送られるなど、研修の効率的な実施を阻害する要因となった,OPERATION,PARTNER,MEDIUM,True,税関派遣旅費が不足して派遣を見送らざるを得ない、旅費の一部を自己負担せざるを得ない...といったケースがあり、効率性阻害要因になった。,3.3.1.1 投入要素,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
47,47.0,6.0,税関行政近代化のための指導員養成プロジェクト,改訂された教材を組織内で共有・配布するためのデジタル管理システムが確立されていなかったこと,全ての指導員に最新情報が共有されず、研修講師が個人の判断で古い教材を使い続けるリスクが生じた,OPERATION,PARTNER,HIGH,False,改訂された教材は研修講師を行う他の職員に情報共有がされておらず、情報共有するためのシステムも確立されていないため、全ての指導員が常に最新の教材を使用するという状況には至っていない。,3.2.2.1 上位目標達成度,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
48,48.0,7.0,税関行政近代化のための指導員養成プロジェクト,ハードコピー形式の教材に依存し、頻繁な法改正に対応した改訂・配布の仕組みが整っていなかったこと,印刷された教材が陳腐化し、配布済みの教材の管理状況や責任所在が不明確になった,OPERATION,PARTNER,HIGH,False,ハードコピーが陳腐化するリスクも避けられる。こうした点も効率性を低める要因になっている。教材の保管場所・保管責任者が明確でない。,3.4.5 効果の持続状況,0.8,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601701_4_f.pdf
49,49.0,0.0,現職教員研修改善計画プロジェクト,プロジェクト実施中盤におけるアウトプット3（他省普及準備）の追加,プロジェクト期間内での全アウトプット産出の未達、および協力金額の計画超過（115%）,IMPLEMENTATION,MULTIPLE,MEDIUM,True,アウトプット 3（モデルの他の省への適用のための準備）はプロジェクト実施中盤での追加であったためにプロジェクト期間内に全てのアウトプットが産出されたわけではないことと、協力金額が計画を上回った,3 効率性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601706_4_f.pdf
50,50.0,1.0,現職教員研修改善計画プロジェクト,長期定着した指導法からの転換に伴う困難さと所要時間の過少見積もり,新たな指導法の定着に時間がかかり、モデルが国家モデルとなるに至っていない,PLANNING,JICA,MEDIUM,False,本プロジェクトで開発した新たな指導法は、学校経営者および教員の考え方、特にこれまで長く定着してきた指導法を大きく転換する必要があるため、困難かつ時間がかかる,2 有効性･インパクト,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601706_4_f.pdf
51,51.0,2.0,現職教員研修改善計画プロジェクト,モデルの全国展開・適用拡大に必要な人的資源および予算の不足,上位目標である他省へのモデル普及の停滞、およびプロジェクト成果の持続性の低下,OPERATION,PARTNER,LOW,False,モデルの全国展開に必要な予算・人材は不足している。……モデル適用拡大のための人的資源・予算が不足している,Ⅱ 評価結果 総合評価 / 2 有効性･インパクト,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601706_4_f.pdf
52,52.0,3.0,現職教員研修改善計画プロジェクト,中央および地方（パイロット省）双方における関係幹部職員の頻繁な交代,プロジェクトにより得られた知見の継承が阻害され、効果の継続が困難になっている,OPERATION,PARTNER,LOW,False,中央・パイロット省双方での関係幹部職員の頻繁な交代が、プロジェクト効果の継続を困難にしている。,4 持続性,1.0,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601706_4_f.pdf
53,53.0,4.0,現職教員研修改善計画プロジェクト,教育訓練省（MOET）によるモデル実施のための具体的アクションの欠如,カリキュラム改善の指示は書面で出されたものの、現場レベルでの実施が進んでいない,OPERATION,PARTNER,MEDIUM,False,MOET は、本プロジェクト開発モデルの精神が反映された初等教育カリキュラムについての指示を書面にて発出したが、その実施のためのアクションは取られていない。,2 有効性･インパクト,0.9,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0601706_4_f.pdf
