project_id,para_id,text,source,total_eval,eval_year,分野,region_detail,project_para_count,cluster,bad_flag,doc_weight,pc1,pc2,pc3
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406300_4_f.pdf,2,(5) 有効性の定量指標の目標値設定の徹底本事業では、有効性の定量的指標を設定する際に、目標値の設定が行われなかった。評価の客観性を確保するためには、基準値に対しただ「増加する」と目標を設定するのではなく、適切な目標値を設定することが望ましい。,2010_0406300_4_f.pdf,4,2010,保健・医療,南アジア,3,29,0,0.333333333,-0.15184541,0.030122362,0.02322483
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406900_4_f.pdf,0,(1) 現地の特殊事情を踏まえた事業の実施ルサカ市では土地の不法占拠や二重登記など土地所有に関わる問題が頻繁に発生している。本事業においても、小中学校の建設予定地確定後から工事開始までに2 年以上の時間を要した事から、その間に土地所有権利に関わる問題が生じ、2 サイトの小中学校整備を計画から外すこととなった。この経験から、まずJICA は現地の特殊事情を事前に把握したうえで計画段階から事業実施までの計画を立てること、計画段階から事業実施までに時間を要する場合には、リスクの発生要因も増加すると考えられることから、実施機関はその間のフォロー（例えば、今回のケースでは建設予定地に仮フェンスを設置する、計画段階から地域住民を巻き込み不法侵入を未然に予防する等、案件ごとの特殊事情に考慮した対応等)を必要に応じて行うことが求められる。,2010_0406900_4_f.pdf,3,2010,教育,南部アフリカ,1,15,0,1,-0.023452573,-0.06666728,-0.00054757
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0407000_4_f.pdf,0,鉄分の問題はすでに複数ドナーの間で共有されている。JICA は、現在実施中の技術協力プロジェクト（2011～2016 年）の中で現状調査を行い、解決策にかかる技術的な助言を提供する予定である。,2010_0407000_4_f.pdf,2,2010,上水道,南部アフリカ,1,27,1,1,0.07409517,0.07810688,0.034828395
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0407300_4_f.pdf,0,(1) 開発課題の解決に向けた包括的な支援の実施本事業では同国の北部3 州を対象地域とした教育施設の整備を行った。その後、同地域を対象に現職教員研修（技術協力：現在活動中）、対象地域に含まれるナイジャー州での理数科教材配布等（草の根無償資金協力）の支援も戦略的に展開された。このような包括的な取り組みにより計画時には想定していなかった“中学校への進学児童数の向上”等、教育の質向上に貢献した可能性があると考えられる。このように戦略的にハード面とソフト面の両面から支援を実施することで、同国の対象分野の開発課題の解決に向けた幅広い相乗効果の発現に繋がることが期待される。,2010_0407300_4_f.pdf,3,2010,教育,西アフリカ,2,13,0,0.5,0.13599205,-0.08691635,0.002982697
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0407300_4_f.pdf,1,(2) 施設のデザインの工夫による持続性の確保計画時には同国の維持管理に関する意識の低さや維持管理活動を継続する難しさが指摘され、事業では維持管理活動の技術支援を組み込むと共に施設のデザインに関して「維持管理費が抑えられる」「長期間にわたり施設を活用できる」ための工夫が凝らされた。例えば、教室の壁は塗装が不要なブロックを使用し、天井が落ちないよう吹き抜けタイプの屋根を採用することで維持管理費の軽減に役立っている。さらに全ての資材は対象地域内で入手可能なものを利用したため、現在カドゥナ州SUBEB は本事業の施設のデザインを採用し校舎を建設している。このように、負担の少ない維持管理や高い汎用性を考慮したデザインを取り込むことは、持続性の確保や普及の観点から有効と考えられる。,2010_0407300_4_f.pdf,3,2010,教育,西アフリカ,2,11,0,0.5,0.06228221,0.008241976,-0.06852527
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408700_4_f.pdf,0,4.3.1 維持管理計画の策定・運用ヴァイオラ病院では、日本から医療機器分野のシニア・ボランティアが配属されていた2000 年代半ばには、施設・機材の維持管理に関する会議が定期的に開催されていたということであった。そのような会議の場で維持管理計画を策定し定期的に機材を点検するとともに、看護師等に機材の取り扱い方を指導することを通じて故障をある程度食い止めることが可能であると考えられることから、類似事業を実施する際には、機材の供与に併せて保守点検のあり方を関係者全員に周知する重点的な取り組みを行うことが効果的であると推察される。4.3.2 全体事業のフェーズ間の連携本事業はヴァイオラ病院全体の整備を行うマスタープランの一部（第2フェーズ）を担ったものであった。主な援助機関はWB とJICA であり、各フェーズは交互に担当されたが、上述の通り、前フェーズの課題が次フェーズに生かされていた。,2010_0408700_4_f.pdf,4,2010,保健・医療,ポリネシア,2,0,0,0.5,0.039517596,0.026670773,0.004439269
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408700_4_f.pdf,1,配管網の改善、窓の形状の変更、廊下用壁保護材の設置といった措置がその例であり、トンガ保健省の関係者が改善に向けた取り組みを着実に実施した結果であるといえる。複数の援助機関、コンサルタント、施工業者が入り混じる長期間の事業であっても、実施機関がフェーズ間の調整を確実に行うことにより、より快適性、効率性、及び耐久性の高い施設が実現しており、事後評価時に進行中であった最終フェーズでも、前フェーズの課題が生かされつつあることがうかがわれた。,2010_0408700_4_f.pdf,4,2010,保健・医療,ポリネシア,2,1,0,0.5,0.070823595,0.001788587,0.018097619
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408800_4_f.pdf,0,維持管理技術の向上を図るために、事業の中での現地技術者への研修等のソフトコンポーネント部分をいっそう充実させることが必要である。,2010_0408800_4_f.pdf,3,2010,道路,ミクロネシア,1,4,0,1,0.04053018,0.25075504,0.06119502
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410300_4_f.pdf,0,本事業では、初等教育省が日本プロジェクト実施ユニットを設置しているが、これは省内においてプロジェクトの持続性を維持/高める目的において、責任の所掌が他部署と曖昧にならない、もしくは分散しないことが期待できるため、有効な組織構成といえる。また、本件のように、長期間にわたり事業が継続しているようなケースでは、日本の支援事業に特化した人材を確保できることによる、ノウハウの蓄積、人的ネットワークの構築といった効率性の向上も期待できる。そのため、本件のように継続的な支援があり、かつ先方政府の行政コストの面からも、応分の効率性が期待できる場合には、このような実施ユニットの設置は効果が高いといえよう。,2010_0410300_4_f.pdf,4,2010,教育,中央アフリカ,1,9,0,1,0.08612247,-0.03220145,0.099952415
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410700_4_f.pdf,0,瑕疵検査の際には、整備機材の稼動状況を確認するのみでなく、同機材の実践的な使用方法についてのフォローアップ指導を行う。自分で使用することで初めて具体的な機材の使い方に関する疑問も生じ、指導に対する理解力も深まると思われるため、瑕疵検査時に整備機材の使い方に関する質疑応答的なフォローアップ指導を行う。その場合は、全案件を対象とせず、実際に使用しており具体的な質問が出された案件のみを対象とする。•上水の利用が増加すればその結果として排水量も増加することになるため、上水道の整備・改善を支援する際には、適切な排水処理の実施を相手国政府に促す。,2010_0410700_4_f.pdf,4,2010,上水道,中央アメリカ,1,23,0,1,-0.001510799,0.061796695,-0.05880558
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410900_4_f.pdf,0,本事業では施設の設計の際に、酷暑対策として、壁・屋根の断熱性能を高めること、庇を深くすること、その他に階高の設定、日光入射の調整、通風の確保に配慮した。これらの措置は高温多湿のサモアにおいて有効に機能していると思われた。特に工学部ワークショップ部分の天井高が十分に確保されていることは、作業空間の空気循環、ひいては安全性や快適性の向上にも効果があったと感じられた。気象条件を十分に考慮した設計であったといえ、同様の気象条件下にある国における施設整備事業実施の際に大いに参考になると考えられる。,2010_0410900_4_f.pdf,3,2010,職業訓練,ポリネシア,1,17,0,1,0.076173395,0.040195238,-0.039410345
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0412700_4_f.pdf,0,「ボ」国側負担の事業費実績の把握がやや困難であった点に関して、実施機関や各DZは事業実施段階から適切に記録を行う必要があったと考えられる。データの記録・取得について事業開始時に、現地側･日本側双方で取り決めておくことも重要である。以上,2010_0412700_4_f.pdf,4,2010,保健・医療,南ヨーロッパ,1,26,0,1,-0.059764527,0.00611427,0.046605542
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0501300_4_f.pdf,0,本事業は、実施機関側の実施体制・能力や予算を現実的に分析した上で実施されておらず、事業の妥当性、有効性（目的達成度）、持続性が中程度となった。事前評価時に実施機関の体制・能力や資金手当てについて十分分析した上で、目標達成のためのインプットやアウトプットを設定すべきであったと考える。以下の2 点について事前評価時点で検討した上で案件形成を行うことが肝要であったと思われる。① 実施機関の実施能力と実施体制については、包括的に評価して実現可能な計画を設定すべきであった。24 時間2 シフトの浚渫実施計画は実施機関側の状況や能力を鑑みると直ちに実施可能なものではなかったと判断される。資金については、将来的な運営体制に基づいた実施機関負担分（O&M コスト分析、特にオペレーション部分）をより現実に即して積算し、実際に資金獲得が可能であるかを事前に検討すべきであった。,2010_0501300_4_f.pdf,2,2010,港湾,東アフリカ,3,21,1,0.333333333,-0.10081662,-0.06762667,0.01579359
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0501300_4_f.pdf,1,また、事前評価で実施機関側の課題とされていた技術向上（研修コンポーネント）や人材育成計画については早期の実施が必要であったが、可能であれば事前評価の段階で、これら目標達成に不可欠なコンポーネントについては十分に分析し、インプットやアウトプットとして本事業内に入れるような取組みや他の協力スキームとの連携を考慮しつつ案件形成が行われればより良かったといえる。② 実施機関の業務内容全体や他ドナー等の支援動向も含めたより広い視野から本事業の意義を把握し、浚渫計画を策定することも重要であった。事前評価の分析においては実施機関の業務範囲であるベイラ港出入港航路以外の場所や他港の浚渫作業も鑑みたオペレーション全体における本事業の浚渫船の利用計画、また、当時の他ドナー支援動向分析と本事業との関連性などが検討されることが必要であったと考える。,2010_0501300_4_f.pdf,2,2010,港湾,東アフリカ,3,19,1,0.333333333,-0.010080381,-0.052677386,0.026917458
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0501300_4_f.pdf,2,実施機関が関わる内外の状況を踏まえて、本事業を位置づけ、事業の目的を検討し、目的達成に向けたインプットやアウトプットの設定が行われ、そしてプロジェクト終了後3年以内に達成可能な範囲に事業目的の指標を設定することが望ましかった。,2010_0501300_4_f.pdf,2,2010,港湾,東アフリカ,3,24,1,0.333333333,-0.02395158,0.065337725,0.14366351
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0503700_4_f.pdf,0,標準的で簡易な手押しポンプの選定は、修理の際スペアパーツがすぐ入手できることから、プロジェクトの効果が持続しやすい。,2010_0503700_4_f.pdf,4,2010,上水道,東南アジア,1,4,0,1,0.033044204,0.24727303,-0.015246216
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0504700_4_f.pdf,0,成果指標はプロジェクトの直接的効果を測定する重要な指標であることから、設定の際は、指標の妥当性を実施機関と十分に協議し、目標値については過去の類似事業の実績を勘案しつつ定めることが必要である。,2010_0504700_4_f.pdf,4,2010,気象・地震,南アジア,1,24,0,1,-0.06543815,0.096907705,0.18080914
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0506700_4_f.pdf,0,１．本事業が実施された地域の識字率は概して低い。このような状況において、本事業のソフトコンポーネントでは10 ページ程度の「学校用井戸運営維持管理マニュアル」を作成した。本マニュアルは必要最低限の情報を網羅したものであり、技術的な疑問に回答を与える類のものではないが、識字率の低い事業実施地においては現実的な対応であったと考えられる。また、このような状況を勘案して、ワークショップ等を通じたデモンストレーションによる技術移転により注力した対応も妥当であった。ソフトコンポーネントでは一般的にマニュアルの作成が成果項目の柱のひとつとして挙げられることが多いが、地域の識字率等によっては、本事業のようにマニュアル作成業務を柔軟に取り扱い、限られたソフトコンポーネントの時間をデモンストレーションに当てるといった臨機応変な対応が効果的と考えられる。２．,2010_0506700_4_f.pdf,4,2010,教育,西アフリカ,2,11,0,0.5,0.0184218,-0.02028421,-0.05032956
https://www2.jica.go.jp/ja/evaluation/pdf/2010_0506700_4_f.pdf,1,本事業対象の小学校施設は完工から現在まで3-5 年程度が経過したにすぎない。深井戸の場合、一般的に使用開始から5 年程度を過ぎた後に様々な故障に見舞われ始め、持続的な運営能力が問われるといわれている1717 ブルキナファソ国におけるコミュニティ井戸の運営維持管理支援を行なっている、「ブルキナファソ国中央プラトー地方給水施設管理衛生改善プロジェクト」の専門家からの聞き取りによる。。そのため、『井戸』にかかる運営の持続性を見定めるうえでは、事後のメンテナンス・修理状況を評価判断できるタイミングを見極めて事後評価や事後のモニタリングを行うことが重要であろう。,2010_0506700_4_f.pdf,4,2010,教育,西アフリカ,2,23,0,0.5,-0.036706723,0.04851218,-0.08890385
