,file,country,評価年度,評価会社,評価者,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,事業形態,分野,案件名,連番,地域,地域詳細,開発計画一般_cat_flg,総合地域開発計画_cat_flg,行政一般_cat_flg,財政・金融_cat_flg,環境問題_cat_flg,統計_cat_flg,情報・広報_cat_flg,公益事業一般_cat_flg,上水道_cat_flg,下水道_cat_flg,都市衛生_cat_flg,運輸交通一般_cat_flg,道路_cat_flg,陸運_cat_flg,鉄道_cat_flg,海運・船舶_cat_flg,港湾_cat_flg,航空・空港_cat_flg,都市交通_cat_flg,気象・地震_cat_flg,社会基盤一般_cat_flg,河川・砂防_cat_flg,水資源開発_cat_flg,都市計画・土地造成_cat_flg,建築住宅_cat_flg,測量・地図_cat_flg,通信・放送一般_cat_flg,電気通信_cat_flg,放送_cat_flg,農業一般_cat_flg,養蚕_cat_flg,農業土木_cat_flg,農業機械_cat_flg,農産加工_cat_flg,食糧増産援助_cat_flg,畜産_cat_flg,家畜衛生_cat_flg,畜産加工_cat_flg,林業・森林保全_cat_flg,水産_cat_flg,水産加工_cat_flg,鉱業_cat_flg,工業一般_cat_flg,化学工業_cat_flg,機械工業_cat_flg,食品工業_cat_flg,その他工業_cat_flg,エネルギー一般_cat_flg,電力_cat_flg,ガス・石油_cat_flg,新・再生エネルギー_cat_flg,その他エネルギー_cat_flg,商業経営_cat_flg,貿易_cat_flg,観光一般_cat_flg,観光施設_cat_flg,人的資源一般_cat_flg,教育_cat_flg,基礎教育_cat_flg,中等教育_cat_flg,高等教育_cat_flg,職業訓練_cat_flg,科学_cat_flg,文化_cat_flg,保健・医療_cat_flg,基礎保健_cat_flg,人口・家族計画_cat_flg,社会福祉_cat_flg,労働_cat_flg,災害援助_cat_flg,食糧援助_cat_flg,その他_cat_flg,alpha2,alpha3,project_start_year,project_end_year,join_flg,control_of_corruption,government_effectiveness,political_stability,regulatory_quality,rule_of_law,voice_and_accountability,freedom_house_score,gdp_growth,Year,population
10,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0309700_4_f.pdf,マリ,2010,(株)アースアンドヒューマンコーポレーション,金子眞知,1493000000.0,1473000000.0,2004-02-01,2007-03-01,2004-02-01,2007-03-01,38.0,38.0,高い,,中程度,,高い,99.0,100.0,中程度,,,高い,,無償,上水道,カイ・セグー・モプチ地域給水計画,1,アフリカ,西アフリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ML,MLI,2004,2007,True,-0.5208121985197067,-0.7582831382751465,0.3177472651004792,-0.4839541390538214,-0.2010040804743767,0.2548993043601512,4.25,0.71422295875,2004.0,13772242.5
11,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400200_4_f.pdf,インドネシア,2010,Value Frontier 株式会社,石森康一郎,2172000000.0,2151000000.0,2004-07-01,2006-02-19,2004-10-01,2006-09-01,23.0,27.0,高い,,高い,高い,中程度,99.0,117.0,高い,,,非常に高い,,無償,環境問題,生物多様性保全センター整備計画,1,アジア,東南アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ID,IDN,2004,2006,True,-0.9156466325124104,-0.447253872950872,-1.6148161490758266,-0.5929892857869467,-0.7417344053586322,-0.1538751547535259,5.666666666666667,4.053580731666666,2004.0,230916650.33333334
12,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400300_4_f.pdf,ベトナム,2010,グローバルリンクマネージメント株式会社,平野明子,2989000000.0,2894000000.0,2004-05-01,2006-10-01,2004-05-01,2006-10-01,30.0,30.0,高い,,高い,,高い,97.0,100.0,中程度,,,非常に高い,,無償,保健・医療,フエ中央病院改善計画,1,アジア,東南アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,VN,VNM,2004,2006,True,-0.7446199854214987,-0.318214441339175,0.3464371462663013,-0.5946972171465557,-0.4801745414733886,-1.4264760017395,12.333333333333334,6.208194007,2004.0,81198393.66666667
13,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400900_4_f.pdf,モンゴル,2010,財団法人国際開発高等教育機構,浜岡真紀,1685000000.0,1674000000.0,2004-03-01,2006-11-17,2004-03-01,2006-11-17,33.0,33.0,高い,,高い,,高い,99.4,100.0,中程度,,,非常に高い,,無償,上水道,ウランバートル市給水施設改善計画,1,アジア,東アジア,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,MN,MNG,2004,2006,True,-0.4872912069161733,-0.4128738045692443,0.7669708331425986,-0.436139871676763,-0.1186308711767193,0.1986837238073351,4.0,7.571407426666667,2004.0,2537329.0
14,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0401100_4_f.pdf,エジプト,2010,三菱UFJリサーチ&コンサルティング株式会社,冨田まさみ,2843000000.0,2781000000.0,2004-06-01,2007-01-29,2004-07-01,2007-01-01,32.0,30.0,高い,,高い,,高い,98.0,94.0,中程度,,,非常に高い,,無償,上水道,シャルキーヤ県北西部上水道整備計画,1,アフリカ,北アフリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,EG,EGY,2004,2007,True,-0.64955236017704,-0.3876829594373705,-0.7104875296354293,-0.4368403255939482,-0.1282715651614125,-1.069837361574174,11.0,3.5521379285,2004.0,81888768.75
15,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0401200_4_f.pdf,エジプト,2010,三菱UFJリサーチ&コンサルティング株式会社,冨田まさみ,2001000000.0,1897000000.0,2004-06-01,2006-07-25,2004-06-01,2006-06-01,29.0,27.0,高い,,中程度,中程度,高い,95.0,93.0,中程度,,,高い,,無償,農業一般,バハルヨセフ灌漑用水路サコーラ堰改修計画,1,アフリカ,北アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,EG,EGY,2004,2006,True,-0.6201131145159403,-0.3920018176237743,-0.7631893356641134,-0.4767414331436157,-0.0889575932718191,-1.0372013250986754,11.0,3.041028145333333,2004.0,81092950.0
16,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0402400_4_f.pdf,ボスニア・ヘルツェゴビナ,2010,オクタヴィアジャパン株式会社,稲澤健一,1345000000.0,1302000000.0,2004-05-01,2006-12-01,2004-05-01,2006-12-01,32.0,32.0,高い,,高い,,中程度,103.0,100.0,高い,,,非常に高い,,無償,運輸交通一般,ドボイ橋及びモドリッチャ橋建設計画,1,欧州,南ヨーロッパ,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BA,BIH,2004,2006,True,-0.286309818426768,-0.6997713843981423,-0.3082139045000076,-0.4272079865137737,-0.5023180047671,0.1898898333311083,6.666666666666667,6.196856071666667,2004.0,4100250.6666666665
17,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406300_4_f.pdf,インド,2010,グローバルリンクマネージメント株式会社,村山智子,2156000000.0,2152000000.0,2004-06-01,2006-03-01,2004-06-01,2006-03-01,22.0,22.0,高い,高い,高い,,高い,99.8,100.0,高い,,,非常に高い,,無償,保健・医療,下痢症研究及びコントロールセンター建設計画,1,アジア,南アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,IN,IND,2004,2006,True,-0.3620666166146596,-0.1246166701118151,-1.11983255545298,-0.317778170108795,0.1218252802888549,0.4169489145278933,5.0,6.2202237863333325,2004.0,1154515575.0
18,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406900_4_f.pdf,ザンビア,2010,アーンスト・アンド・ヤング・アドバイザリー(株),高橋久恵,1269000000.0,1103000000.0,2004-08-01,2005-12-24,2006-02-01,2007-04-01,17.0,33.0,高い,,高い,,中程度,112.0,107.0,中程度,,,高い,計画12校のうち、第1期で予定されていた2校の建設が土地所有権の問題により中止となった。,無償,教育,第2次ルサカ市小中学校建設計画,1,アフリカ,南部アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ZM,ZMB,2006,2007,True,-0.4749225676059719,-0.8122162818908696,0.3637107461690905,-0.6113721430301671,-0.5395863652229309,-0.207161746919155,7.0,4.423273724,2006.0,12347319.0
19,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0407000_4_f.pdf,ザンビア,2010,ザンビア事務所,,777000000.0,775000000.0,2004-06-01,,2005-07-01,2007-02-01,,20.0,高い,,中程度,中程度,中程度,,,中程度,,,一部課題がある,,無償,上水道,北部州地下水開発計画,1,アフリカ,南部アフリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ZM,ZMB,2005,2007,True,-0.5140951871871947,-0.853772004445394,0.278628244996071,-0.6551209886868796,-0.5322370529174806,-0.2815564721822737,7.333333333333333,4.199730436666667,2005.0,12137819.0
20,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0407300_4_f.pdf,ナイジェリア,2010,アーンスト・アンド・ヤング・アドバイザリー(株),高橋久恵,1647000000.0,1636000000.0,2004-08-01,2008-04-08,2004-08-01,2008-02-01,44.0,42.0,高い,,中程度,中程度,高い,99.0,95.0,中程度,,,高い,,無償,教育,小学校建設計画,1,アフリカ,西アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NG,NGA,2004,2008,True,-1.1316863179206862,-0.9639753580093384,-1.865952444076536,-0.9487662196159364,-1.1937264919281,-0.7570092916488644,8.2,4.0955669092,2004.0,149202781.4
21,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408700_4_f.pdf,トンガ,2010,アーンスト・アンド・ヤング・アドバイザリー株式会社,西川圭輔,1137000000.0,1134000000.0,2004-08-01,2006-02-27,2004-09-01,2006-02-01,20.0,18.0,['高い'],,['高い'],,['高い'],99.7,90.0,['中程度'],,,非常に高い,,無償,保健・医療,ヴァイオラ病院改善整備計画,1,大洋州,ポリネシア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,TO,TON,2004,2006,True,-0.880635862549146,-0.5672412514686587,0.6542761623859403,-0.573658506075541,0.3975777390102544,-0.0899130360533792,8.0,-2.152518853666667,2004.0,105665.0
22,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408800_4_f.pdf,パラオ,2010,大洋州課(パラオ支所),,771000000.0,748000000.0,2004-06-01,2006-06-06,2004-06-01,2006-11-01,25.0,30.0,高い,,高い,高い,中程度,97.0,120.0,中程度,,,高い,,無償,道路,島間連絡道路改修計画,1,大洋州,ミクロネシア,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PW,PLW,2004,2006,True,,,1.08110694090525,,0.8623848358790079,1.1936506430308034,2.0,2.514083138,2004.0,19744.0
23,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410300_4_f.pdf,カメルーン,2010,佐野総合企画株式会社,十津川淳,2617000000.0,2536000000.0,2004-08-01,2008-01-29,2004-08-01,2007-11-01,43.0,40.0,高い,,高い,高い,高い,96.0,93.0,高い,,,非常に高い,,無償,教育,第3次小学校建設計画,1,アフリカ,中央アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CM,CMR,2004,2007,True,-1.11233660578728,-0.8918967097997665,-0.2780487760901453,-0.8280712217092513,-1.1781159937381729,-1.0204305499792103,12.0,1.5082882359999998,2004.0,17321346.0
24,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410700_4_f.pdf,グアテマラ,2010,財団法人国際開発高等教育機構,朝戸恵子,1759000000.0,1754000000.0,2004-08-12,2007-03-01,2004-08-31,2007-03-15,52.0,30.0,高い,,高い,,高い,99.7,95.0,高い,,,非常に高い,,無償,上水道,ケツァルテナンゴ市給水施設改善計画,1,中南米,中央アメリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GT,GTM,2004,2007,True,-0.7277978062629697,-0.7393562644720078,-0.7830791920423508,-0.3370397090911865,-1.082303792238235,-0.2559622190892695,7.5,2.30058023675,2004.0,13228632.5
25,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410900_4_f.pdf,サモア,2010,アーンスト・アンド・ヤング・アドバイザリー株式会社,西川圭輔,1625000000.0,1625000000.0,2004-08-11,2006-03-20,2005-08-01,2006-10-27,34.0,31.0,高い,,中程度,,高い,100.0,91.0,中程度,,,高い,,無償,職業訓練,職業訓練学校拡充計画,1,大洋州,ポリネシア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,WS,WSM,2005,2006,True,0.2614190205931665,0.4419948011636735,1.115605890750885,-0.0476877111941576,1.0487182140350355,0.6373059153556825,4.0,3.978912127,2005.0,187343.5
