,file,Unnamed: 0,country,評価年度,評価会社,評価者,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,事業形態,分野,案件名,連番,地域,地域詳細,開発計画一般_cat_flg,総合地域開発計画_cat_flg,行政一般_cat_flg,財政・金融_cat_flg,環境問題_cat_flg,統計_cat_flg,情報・広報_cat_flg,公益事業一般_cat_flg,上水道_cat_flg,下水道_cat_flg,都市衛生_cat_flg,運輸交通一般_cat_flg,道路_cat_flg,陸運_cat_flg,鉄道_cat_flg,海運・船舶_cat_flg,港湾_cat_flg,航空・空港_cat_flg,都市交通_cat_flg,気象・地震_cat_flg,社会基盤一般_cat_flg,河川・砂防_cat_flg,水資源開発_cat_flg,都市計画・土地造成_cat_flg,建築住宅_cat_flg,測量・地図_cat_flg,通信・放送一般_cat_flg,電気通信_cat_flg,放送_cat_flg,農業一般_cat_flg,養蚕_cat_flg,農業土木_cat_flg,農業機械_cat_flg,農産加工_cat_flg,食糧増産援助_cat_flg,畜産_cat_flg,家畜衛生_cat_flg,畜産加工_cat_flg,林業・森林保全_cat_flg,水産_cat_flg,水産加工_cat_flg,鉱業_cat_flg,工業一般_cat_flg,化学工業_cat_flg,機械工業_cat_flg,食品工業_cat_flg,その他工業_cat_flg,エネルギー一般_cat_flg,電力_cat_flg,ガス・石油_cat_flg,新・再生エネルギー_cat_flg,その他エネルギー_cat_flg,商業経営_cat_flg,貿易_cat_flg,観光一般_cat_flg,観光施設_cat_flg,人的資源一般_cat_flg,教育_cat_flg,基礎教育_cat_flg,中等教育_cat_flg,高等教育_cat_flg,職業訓練_cat_flg,科学_cat_flg,文化_cat_flg,保健・医療_cat_flg,基礎保健_cat_flg,人口・家族計画_cat_flg,社会福祉_cat_flg,労働_cat_flg,災害援助_cat_flg,食糧援助_cat_flg,その他_cat_flg,alpha2,alpha3,project_start_year,project_end_year,join_flg,control_of_corruption,government_effectiveness,political_stability,regulatory_quality,rule_of_law,voice_and_accountability
10,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0309700_4_f.pdf,1751,マリ,2010,(株)アースアンドヒューマンコーポレーション,金子眞知,1493000000.0,1473000000.0,2004-02-01,2007-03-01,2004-02-01,2007-03-01,38.0,38.0,高い,,中程度,,高い,99.0,100.0,中程度,,,高い,,無償,上水道,カイ・セグー・モプチ地域給水計画,1,アフリカ,西アフリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ML,MLI,2004,2007,True,-0.5208121985197067,-0.7582831382751465,0.31774726510047924,-0.48395413905382145,-0.20100408047437673,0.25489930436015124
11,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400200_4_f.pdf,193,インドネシア,2010,Value Frontier 株式会社,石森康一郎,2172000000.0,2151000000.0,2004-07-01,2006-02-19,2004-10-01,2006-09-01,23.0,27.0,高い,,高い,高い,中程度,99.0,117.0,高い,,,非常に高い,,無償,環境問題,生物多様性保全センター整備計画,1,アジア,東南アジア,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ID,IDN,2004,2006,True,-0.9156466325124103,-0.447253872950872,-1.6148161490758266,-0.5929892857869467,-0.7417344053586322,-0.15387515475352595
12,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400300_4_f.pdf,1507,ベトナム,2010,グローバルリンクマネージメント株式会社,平野明子,2989000000.0,2894000000.0,2004-05-01,2006-10-01,2004-05-01,2006-10-01,30.0,30.0,高い,,高い,,高い,97.0,100.0,中程度,,,非常に高い,,無償,保健・医療,フエ中央病院改善計画,1,アジア,東南アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,VN,VNM,2004,2006,True,-0.7446199854214987,-0.318214441339175,0.34643714626630134,-0.5946972171465557,-0.48017454147338867,-1.4264760017395
13,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0400900_4_f.pdf,1895,モンゴル,2010,財団法人国際開発高等教育機構,浜岡真紀,1685000000.0,1674000000.0,2004-03-01,2006-11-17,2004-03-01,2006-11-17,33.0,33.0,高い,,高い,,高い,99.4,100.0,中程度,,,非常に高い,,無償,上水道,ウランバートル市給水施設改善計画,1,アジア,東アジア,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,MN,MNG,2004,2006,True,-0.4872912069161733,-0.41287380456924433,0.7669708331425986,-0.43613987167676305,-0.11863087117671933,0.19868372380733512
14,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0401100_4_f.pdf,344,エジプト,2010,三菱UFJリサーチ&コンサルティング株式会社,冨田まさみ,2843000000.0,2781000000.0,2004-06-01,2007-01-29,2004-07-01,2007-01-01,32.0,30.0,高い,,高い,,高い,98.0,94.0,中程度,,,非常に高い,,無償,上水道,シャルキーヤ県北西部上水道整備計画,1,アフリカ,北アフリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,EG,EGY,2004,2007,True,-0.64955236017704,-0.3876829594373705,-0.7104875296354293,-0.43684032559394825,-0.12827156516141258,-1.0698373615741739
15,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0401200_4_f.pdf,343,エジプト,2010,三菱UFJリサーチ&コンサルティング株式会社,冨田まさみ,2001000000.0,1897000000.0,2004-06-01,2006-07-25,2004-06-01,2006-06-01,29.0,27.0,高い,,中程度,中程度,高い,95.0,93.0,中程度,,,高い,,無償,農業一般,バハルヨセフ灌漑用水路サコーラ堰改修計画,1,アフリカ,北アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,EG,EGY,2004,2006,True,-0.6201131145159403,-0.39200181762377434,-0.7631893356641134,-0.4767414331436157,-0.08895759327181912,-1.0372013250986754
16,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0402400_4_f.pdf,1677,ボスニア・ヘルツェゴビナ,2010,オクタヴィアジャパン株式会社,稲澤健一,1345000000.0,1302000000.0,2004-05-01,2006-12-01,2004-05-01,2006-12-01,32.0,32.0,高い,,高い,,中程度,103.0,100.0,高い,,,非常に高い,,無償,運輸交通一般,ドボイ橋及びモドリッチャ橋建設計画,1,欧州,南ヨーロッパ,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,BA,BIH,2004,2006,True,-0.286309818426768,-0.6997713843981423,-0.3082139045000076,-0.4272079865137737,-0.5023180047671,0.18988983333110832
17,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406300_4_f.pdf,105,インド,2010,グローバルリンクマネージメント株式会社,村山智子,2156000000.0,2152000000.0,2004-06-01,2006-03-01,2004-06-01,2006-03-01,22.0,22.0,高い,高い,高い,,高い,99.8,100.0,高い,,,非常に高い,,無償,保健・医療,下痢症研究及びコントロールセンター建設計画,1,アジア,南アジア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,IN,IND,2004,2006,True,-0.3620666166146596,-0.1246166701118151,-1.11983255545298,-0.317778170108795,0.12182528028885498,0.41694891452789334
18,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0406900_4_f.pdf,702,ザンビア,2010,アーンスト・アンド・ヤング・アドバイザリー(株),高橋久恵,1269000000.0,1103000000.0,2004-08-01,2005-12-24,2006-02-01,2007-04-01,17.0,33.0,高い,,高い,,中程度,112.0,107.0,中程度,,,高い,計画12校のうち、第1期で予定されていた2校の建設が土地所有権の問題により中止となった。,無償,教育,第2次ルサカ市小中学校建設計画,1,アフリカ,南部アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ZM,ZMB,2006,2007,True,-0.47492256760597196,-0.8122162818908696,0.3637107461690905,-0.6113721430301671,-0.5395863652229309,-0.207161746919155
19,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0407000_4_f.pdf,701,ザンビア,2010,ザンビア事務所,,777000000.0,775000000.0,2004-06-01,,2005-07-01,2007-02-01,,20.0,高い,,中程度,中程度,中程度,,,中程度,,,一部課題がある,,無償,上水道,北部州地下水開発計画,1,アフリカ,南部アフリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ZM,ZMB,2005,2007,True,-0.5140951871871947,-0.853772004445394,0.27862824499607103,-0.6551209886868796,-0.5322370529174806,-0.2815564721822737
20,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0407300_4_f.pdf,1028,ナイジェリア,2010,アーンスト・アンド・ヤング・アドバイザリー(株),高橋久恵,1647000000.0,1636000000.0,2004-08-01,2008-04-08,2004-08-01,2008-02-01,44.0,42.0,高い,,中程度,中程度,高い,99.0,95.0,中程度,,,高い,,無償,教育,小学校建設計画,1,アフリカ,西アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NG,NGA,2004,2008,True,-1.1316863179206862,-0.9639753580093384,-1.865952444076536,-0.9487662196159364,-1.1937264919280999,-0.7570092916488644
21,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408700_4_f.pdf,1012,トンガ,2010,アーンスト・アンド・ヤング・アドバイザリー株式会社,西川圭輔,1137000000.0,1134000000.0,2004-08-01,2006-02-27,2004-09-01,2006-02-01,20.0,18.0,['高い'],,['高い'],,['高い'],99.7,90.0,['中程度'],,,非常に高い,,無償,保健・医療,ヴァイオラ病院改善整備計画,1,大洋州,ポリネシア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,TO,TON,2004,2006,True,-0.880635862549146,-0.5672412514686587,0.6542761623859403,-0.573658506075541,0.3975777390102544,-0.08991303605337926
22,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0408800_4_f.pdf,1254,パラオ,2010,大洋州課(パラオ支所),,771000000.0,748000000.0,2004-06-01,2006-06-06,2004-06-01,2006-11-01,25.0,30.0,高い,,高い,高い,中程度,97.0,120.0,中程度,,,高い,,無償,道路,島間連絡道路改修計画,1,大洋州,ミクロネシア,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,PW,PLW,2004,2006,True,,,1.08110694090525,,0.8623848358790079,1.1936506430308034
23,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410300_4_f.pdf,429,カメルーン,2010,佐野総合企画株式会社,十津川淳,2617000000.0,2536000000.0,2004-08-01,2008-01-29,2004-08-01,2007-11-01,43.0,40.0,高い,,高い,高い,高い,96.0,93.0,高い,,,非常に高い,,無償,教育,第3次小学校建設計画,1,アフリカ,中央アフリカ,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CM,CMR,2004,2007,True,-1.1123366057872799,-0.8918967097997665,-0.2780487760901453,-0.8280712217092513,-1.1781159937381727,-1.0204305499792103
24,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410700_4_f.pdf,594,グアテマラ,2010,財団法人国際開発高等教育機構,朝戸恵子,1759000000.0,1754000000.0,2004-08-12,2007-03-01,2004-08-31,2007-03-15,52.0,30.0,高い,,高い,,高い,99.7,95.0,高い,,,非常に高い,,無償,上水道,ケツァルテナンゴ市給水施設改善計画,1,中南米,中央アメリカ,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,GT,GTM,2004,2007,True,-0.7277978062629697,-0.7393562644720078,-0.7830791920423508,-0.3370397090911865,-1.082303792238235,-0.2559622190892695
25,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0410900_4_f.pdf,693,サモア,2010,アーンスト・アンド・ヤング・アドバイザリー株式会社,西川圭輔,1625000000.0,1625000000.0,2004-08-11,2006-03-20,2005-08-01,2006-10-27,34.0,31.0,高い,,中程度,,高い,100.0,91.0,中程度,,,高い,,無償,職業訓練,職業訓練学校拡充計画,1,大洋州,ポリネシア,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,WS,WSM,2005,2006,True,0.2614190205931665,0.4419948011636735,1.115605890750885,-0.0476877111941576,1.0487182140350355,0.6373059153556825
26,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0411600_4_f.pdf,447,カンボジア,2010,カンボジア事務所,,996000000.0,979000000.0,2004-11-01,2007-06-18,2005-06-01,2007-06-04,56.0,57.0,高い,,高い,高い,高い,97.0,98.0,中程度,,,非常に高い,,無償,道路,主要幹線道路橋梁改修計画,1,アジア,東南アジア,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,KH,KHM,2005,2007,True,-1.21193834145864,-0.9651798407236741,-0.367833654085795,-0.547976205746333,-1.20839786529541,-0.958990494410196
