,year,alpha3,Control of Corruption,Government Effectiveness,Political Stability,Regulatory Quality,Rule of Law,Voice and Accountability,join_flg
61,1980,KIR,,,,,,,True
62,1980,KNA,,,,,,,True
63,1980,LAO,,,,,,,True
64,1980,LBN,,,,,,,True
65,1980,LBR,,,,,,,True
66,1980,LCA,,,,,,,True
67,1980,LKA,,,,,,,True
68,1980,LSO,,,,,,,True
69,1980,MAR,,,,,,,True
70,1980,MDA,,,,,,,True
71,1980,MDG,,,,,,,True
72,1980,MDV,,,,,,,True
73,1980,MEX,,,,,,,True
74,1980,MHL,,,,,,,True
75,1980,MKD,,,,,,,True
76,1980,MLI,,,,,,,True
77,1980,MMR,,,,,,,True
78,1980,MNE,,,,,,,True
79,1980,MNG,,,,,,,True
80,1980,MOZ,,,,,,,True
81,1980,MRT,,,,,,,True
82,1980,MUS,,,,,,,True
83,1980,MWI,,,,,,,True
84,1980,MYS,,,,,,,True
85,1980,NAM,,,,,,,True
86,1980,NER,,,,,,,True
87,1980,NGA,,,,,,,True
88,1980,NIC,,,,,,,True
89,1980,NPL,,,,,,,True
90,1980,PAK,,,,,,,True
91,1980,PAN,,,,,,,True
92,1980,PER,,,,,,,True
93,1980,PHL,,,,,,,True
94,1980,PLW,,,,,,,True
95,1980,PNG,,,,,,,True
96,1980,POL,,,,,,,True
97,1980,PRY,,,,,,,True
98,1980,PSE,,,,,,,True
99,1980,ROU,,,,,,,True
100,1980,RWA,,,,,,,True
101,1980,SAU,,,,,,,True
102,1980,SDN,,,,,,,True
103,1980,SEN,,,,,,,True
104,1980,SLB,,,,,,,True
105,1980,SLE,,,,,,,True
106,1980,SLV,,,,,,,True
107,1980,SRB,,,,,,,True
108,1980,SSD,,,,,,,True
109,1980,SUR,,,,,,,True
110,1980,SVK,,,,,,,True
111,1980,SWZ,,,,,,,True
112,1980,SYC,,,,,,,True
113,1980,TGO,,,,,,,True
114,1980,THA,,,,,,,True
115,1980,TJK,,,,,,,True
116,1980,TLS,,,,,,,True
117,1980,TON,,,,,,,True
118,1980,TUN,,,,,,,True
119,1980,TUR,,,,,,,True
120,1980,TUV,,,,,,,True
121,1980,TZA,,,,,,,True
122,1980,UGA,,,,,,,True
123,1980,UKR,,,,,,,True
124,1980,UZB,,,,,,,True
125,1980,VCT,,,,,,,True
126,1980,VNM,,,,,,,True
127,1980,VUT,,,,,,,True
128,1980,WSM,,,,,,,True
129,1980,XKX,,,,,,,True
130,1980,ZAF,,,,,,,True
131,1980,ZMB,,,,,,,True
132,1980,ZWE,,,,,,,True
133,1981,AFG,,,,,,,True
134,1981,AGO,,,,,,,True
135,1981,ALB,,,,,,,True
136,1981,ARG,,,,,,,True
137,1981,ARM,,,,,,,True
138,1981,ATG,,,,,,,True
139,1981,AZE,,,,,,,True
140,1981,BDI,,,,,,,True
141,1981,BEN,,,,,,,True
142,1981,BFA,,,,,,,True
143,1981,BGD,,,,,,,True
144,1981,BGR,,,,,,,True
145,1981,BIH,,,,,,,True
146,1981,BLZ,,,,,,,True
147,1981,BOL,,,,,,,True
148,1981,BRA,,,,,,,True
149,1981,BRB,,,,,,,True
150,1981,BTN,,,,,,,True
151,1981,BWA,,,,,,,True
152,1981,CHL,,,,,,,True
153,1981,CHN,,,,,,,True
154,1981,CIV,,,,,,,True
155,1981,CMR,,,,,,,True
156,1981,COD,,,,,,,True
157,1981,COL,,,,,,,True
158,1981,COM,,,,,,,True
159,1981,CPV,,,,,,,True
160,1981,CRI,,,,,,,True
161,1981,CUB,,,,,,,True
162,1981,DJI,,,,,,,True
163,1981,DMA,,,,,,,True
164,1981,DOM,,,,,,,True
165,1981,DZA,,,,,,,True
166,1981,ECU,,,,,,,True
167,1981,EGY,,,,,,,True
168,1981,ERI,,,,,,,True
169,1981,ETH,,,,,,,True
170,1981,FJI,,,,,,,True
171,1981,FSM,,,,,,,True
172,1981,GAB,,,,,,,True
173,1981,GEO,,,,,,,True
174,1981,GHA,,,,,,,True
175,1981,GIN,,,,,,,True
176,1981,GMB,,,,,,,True
177,1981,GNB,,,,,,,True
178,1981,GRD,,,,,,,True
179,1981,GTM,,,,,,,True
180,1981,GUY,,,,,,,True
181,1981,HND,,,,,,,True
182,1981,HRV,,,,,,,True
183,1981,HTI,,,,,,,True
184,1981,IDN,,,,,,,True
185,1981,IND,,,,,,,True
186,1981,IRN,,,,,,,True
187,1981,IRQ,,,,,,,True
188,1981,JAM,,,,,,,True
189,1981,JOR,,,,,,,True
190,1981,KAZ,,,,,,,True
191,1981,KEN,,,,,,,True
192,1981,KGZ,,,,,,,True
193,1981,KHM,,,,,,,True
194,1981,KIR,,,,,,,True
195,1981,KNA,,,,,,,True
196,1981,LAO,,,,,,,True
197,1981,LBN,,,,,,,True
198,1981,LBR,,,,,,,True
199,1981,LCA,,,,,,,True
200,1981,LKA,,,,,,,True
201,1981,LSO,,,,,,,True
202,1981,MAR,,,,,,,True
203,1981,MDA,,,,,,,True
204,1981,MDG,,,,,,,True
205,1981,MDV,,,,,,,True
206,1981,MEX,,,,,,,True
207,1981,MHL,,,,,,,True
208,1981,MKD,,,,,,,True
209,1981,MLI,,,,,,,True
210,1981,MMR,,,,,,,True
211,1981,MNE,,,,,,,True
212,1981,MNG,,,,,,,True
213,1981,MOZ,,,,,,,True
214,1981,MRT,,,,,,,True
215,1981,MUS,,,,,,,True
216,1981,MWI,,,,,,,True
217,1981,MYS,,,,,,,True
218,1981,NAM,,,,,,,True
219,1981,NER,,,,,,,True
220,1981,NGA,,,,,,,True
221,1981,NIC,,,,,,,True
222,1981,NPL,,,,,,,True
223,1981,PAK,,,,,,,True
224,1981,PAN,,,,,,,True
225,1981,PER,,,,,,,True
226,1981,PHL,,,,,,,True
227,1981,PLW,,,,,,,True
228,1981,PNG,,,,,,,True
229,1981,POL,,,,,,,True
230,1981,PRY,,,,,,,True
231,1981,PSE,,,,,,,True
232,1981,ROU,,,,,,,True
233,1981,RWA,,,,,,,True
234,1981,SAU,,,,,,,True
235,1981,SDN,,,,,,,True
236,1981,SEN,,,,,,,True
237,1981,SLB,,,,,,,True
238,1981,SLE,,,,,,,True
239,1981,SLV,,,,,,,True
240,1981,SRB,,,,,,,True
241,1981,SSD,,,,,,,True
242,1981,SUR,,,,,,,True
243,1981,SVK,,,,,,,True
244,1981,SWZ,,,,,,,True
245,1981,SYC,,,,,,,True
246,1981,TGO,,,,,,,True
247,1981,THA,,,,,,,True
248,1981,TJK,,,,,,,True
249,1981,TLS,,,,,,,True
250,1981,TON,,,,,,,True
251,1981,TUN,,,,,,,True
252,1981,TUR,,,,,,,True
253,1981,TUV,,,,,,,True
254,1981,TZA,,,,,,,True
255,1981,UGA,,,,,,,True
256,1981,UKR,,,,,,,True
257,1981,UZB,,,,,,,True
258,1981,VCT,,,,,,,True
259,1981,VNM,,,,,,,True
260,1981,VUT,,,,,,,True
261,1981,WSM,,,,,,,True
262,1981,XKX,,,,,,,True
263,1981,ZAF,,,,,,,True
264,1981,ZMB,,,,,,,True
265,1981,ZWE,,,,,,,True
266,1982,AFG,,,,,,,True
267,1982,AGO,,,,,,,True
268,1982,ALB,,,,,,,True
269,1982,ARG,,,,,,,True
270,1982,ARM,,,,,,,True
271,1982,ATG,,,,,,,True
272,1982,AZE,,,,,,,True
273,1982,BDI,,,,,,,True
274,1982,BEN,,,,,,,True
275,1982,BFA,,,,,,,True
276,1982,BGD,,,,,,,True
277,1982,BGR,,,,,,,True
278,1982,BIH,,,,,,,True
279,1982,BLZ,,,,,,,True
280,1982,BOL,,,,,,,True
281,1982,BRA,,,,,,,True
282,1982,BRB,,,,,,,True
283,1982,BTN,,,,,,,True
284,1982,BWA,,,,,,,True
285,1982,CHL,,,,,,,True
286,1982,CHN,,,,,,,True
287,1982,CIV,,,,,,,True
288,1982,CMR,,,,,,,True
289,1982,COD,,,,,,,True
290,1982,COL,,,,,,,True
291,1982,COM,,,,,,,True
292,1982,CPV,,,,,,,True
293,1982,CRI,,,,,,,True
294,1982,CUB,,,,,,,True
295,1982,DJI,,,,,,,True
296,1982,DMA,,,,,,,True
297,1982,DOM,,,,,,,True
298,1982,DZA,,,,,,,True
299,1982,ECU,,,,,,,True
300,1982,EGY,,,,,,,True
301,1982,ERI,,,,,,,True
302,1982,ETH,,,,,,,True
303,1982,FJI,,,,,,,True
304,1982,FSM,,,,,,,True
305,1982,GAB,,,,,,,True
306,1982,GEO,,,,,,,True
307,1982,GHA,,,,,,,True
308,1982,GIN,,,,,,,True
309,1982,GMB,,,,,,,True
310,1982,GNB,,,,,,,True
311,1982,GRD,,,,,,,True
312,1982,GTM,,,,,,,True
313,1982,GUY,,,,,,,True
314,1982,HND,,,,,,,True
315,1982,HRV,,,,,,,True
316,1982,HTI,,,,,,,True
317,1982,IDN,,,,,,,True
318,1982,IND,,,,,,,True
319,1982,IRN,,,,,,,True
320,1982,IRQ,,,,,,,True
321,1982,JAM,,,,,,,True
322,1982,JOR,,,,,,,True
323,1982,KAZ,,,,,,,True
324,1982,KEN,,,,,,,True
325,1982,KGZ,,,,,,,True
326,1982,KHM,,,,,,,True
327,1982,KIR,,,,,,,True
328,1982,KNA,,,,,,,True
329,1982,LAO,,,,,,,True
330,1982,LBN,,,,,,,True
331,1982,LBR,,,,,,,True
332,1982,LCA,,,,,,,True
333,1982,LKA,,,,,,,True
334,1982,LSO,,,,,,,True
335,1982,MAR,,,,,,,True
336,1982,MDA,,,,,,,True
337,1982,MDG,,,,,,,True
338,1982,MDV,,,,,,,True
339,1982,MEX,,,,,,,True
340,1982,MHL,,,,,,,True
341,1982,MKD,,,,,,,True
342,1982,MLI,,,,,,,True
343,1982,MMR,,,,,,,True
344,1982,MNE,,,,,,,True
345,1982,MNG,,,,,,,True
346,1982,MOZ,,,,,,,True
347,1982,MRT,,,,,,,True
348,1982,MUS,,,,,,,True
349,1982,MWI,,,,,,,True
350,1982,MYS,,,,,,,True
351,1982,NAM,,,,,,,True
352,1982,NER,,,,,,,True
353,1982,NGA,,,,,,,True
354,1982,NIC,,,,,,,True
355,1982,NPL,,,,,,,True
356,1982,PAK,,,,,,,True
357,1982,PAN,,,,,,,True
358,1982,PER,,,,,,,True
359,1982,PHL,,,,,,,True
360,1982,PLW,,,,,,,True
361,1982,PNG,,,,,,,True
362,1982,POL,,,,,,,True
363,1982,PRY,,,,,,,True
364,1982,PSE,,,,,,,True
365,1982,ROU,,,,,,,True
366,1982,RWA,,,,,,,True
367,1982,SAU,,,,,,,True
368,1982,SDN,,,,,,,True
369,1982,SEN,,,,,,,True
370,1982,SLB,,,,,,,True
371,1982,SLE,,,,,,,True
372,1982,SLV,,,,,,,True
373,1982,SRB,,,,,,,True
374,1982,SSD,,,,,,,True
375,1982,SUR,,,,,,,True
376,1982,SVK,,,,,,,True
377,1982,SWZ,,,,,,,True
378,1982,SYC,,,,,,,True
379,1982,TGO,,,,,,,True
380,1982,THA,,,,,,,True
381,1982,TJK,,,,,,,True
382,1982,TLS,,,,,,,True
383,1982,TON,,,,,,,True
384,1982,TUN,,,,,,,True
385,1982,TUR,,,,,,,True
386,1982,TUV,,,,,,,True
387,1982,TZA,,,,,,,True
388,1982,UGA,,,,,,,True
389,1982,UKR,,,,,,,True
390,1982,UZB,,,,,,,True
391,1982,VCT,,,,,,,True
392,1982,VNM,,,,,,,True
393,1982,VUT,,,,,,,True
394,1982,WSM,,,,,,,True
395,1982,XKX,,,,,,,True
396,1982,ZAF,,,,,,,True
397,1982,ZMB,,,,,,,True
398,1982,ZWE,,,,,,,True
399,1983,AFG,,,,,,,True
400,1983,AGO,,,,,,,True
401,1983,ALB,,,,,,,True
402,1983,ARG,,,,,,,True
403,1983,ARM,,,,,,,True
404,1983,ATG,,,,,,,True
405,1983,AZE,,,,,,,True
406,1983,BDI,,,,,,,True
407,1983,BEN,,,,,,,True
408,1983,BFA,,,,,,,True
409,1983,BGD,,,,,,,True
410,1983,BGR,,,,,,,True
411,1983,BIH,,,,,,,True
412,1983,BLZ,,,,,,,True
413,1983,BOL,,,,,,,True
414,1983,BRA,,,,,,,True
415,1983,BRB,,,,,,,True
416,1983,BTN,,,,,,,True
417,1983,BWA,,,,,,,True
418,1983,CHL,,,,,,,True
419,1983,CHN,,,,,,,True
420,1983,CIV,,,,,,,True
421,1983,CMR,,,,,,,True
422,1983,COD,,,,,,,True
423,1983,COL,,,,,,,True
424,1983,COM,,,,,,,True
425,1983,CPV,,,,,,,True
426,1983,CRI,,,,,,,True
427,1983,CUB,,,,,,,True
428,1983,DJI,,,,,,,True
429,1983,DMA,,,,,,,True
430,1983,DOM,,,,,,,True
431,1983,DZA,,,,,,,True
432,1983,ECU,,,,,,,True
433,1983,EGY,,,,,,,True
434,1983,ERI,,,,,,,True
435,1983,ETH,,,,,,,True
436,1983,FJI,,,,,,,True
437,1983,FSM,,,,,,,True
438,1983,GAB,,,,,,,True
439,1983,GEO,,,,,,,True
440,1983,GHA,,,,,,,True
441,1983,GIN,,,,,,,True
442,1983,GMB,,,,,,,True
443,1983,GNB,,,,,,,True
444,1983,GRD,,,,,,,True
445,1983,GTM,,,,,,,True
446,1983,GUY,,,,,,,True
447,1983,HND,,,,,,,True
448,1983,HRV,,,,,,,True
449,1983,HTI,,,,,,,True
450,1983,IDN,,,,,,,True
451,1983,IND,,,,,,,True
452,1983,IRN,,,,,,,True
453,1983,IRQ,,,,,,,True
454,1983,JAM,,,,,,,True
455,1983,JOR,,,,,,,True
456,1983,KAZ,,,,,,,True
457,1983,KEN,,,,,,,True
458,1983,KGZ,,,,,,,True
459,1983,KHM,,,,,,,True
460,1983,KIR,,,,,,,True
461,1983,KNA,,,,,,,True
462,1983,LAO,,,,,,,True
463,1983,LBN,,,,,,,True
464,1983,LBR,,,,,,,True
465,1983,LCA,,,,,,,True
466,1983,LKA,,,,,,,True
467,1983,LSO,,,,,,,True
468,1983,MAR,,,,,,,True
469,1983,MDA,,,,,,,True
470,1983,MDG,,,,,,,True
471,1983,MDV,,,,,,,True
472,1983,MEX,,,,,,,True
473,1983,MHL,,,,,,,True
474,1983,MKD,,,,,,,True
475,1983,MLI,,,,,,,True
476,1983,MMR,,,,,,,True
477,1983,MNE,,,,,,,True
478,1983,MNG,,,,,,,True
479,1983,MOZ,,,,,,,True
480,1983,MRT,,,,,,,True
481,1983,MUS,,,,,,,True
482,1983,MWI,,,,,,,True
483,1983,MYS,,,,,,,True
484,1983,NAM,,,,,,,True
485,1983,NER,,,,,,,True
486,1983,NGA,,,,,,,True
487,1983,NIC,,,,,,,True
488,1983,NPL,,,,,,,True
489,1983,PAK,,,,,,,True
490,1983,PAN,,,,,,,True
491,1983,PER,,,,,,,True
492,1983,PHL,,,,,,,True
493,1983,PLW,,,,,,,True
494,1983,PNG,,,,,,,True
495,1983,POL,,,,,,,True
496,1983,PRY,,,,,,,True
497,1983,PSE,,,,,,,True
498,1983,ROU,,,,,,,True
499,1983,RWA,,,,,,,True
500,1983,SAU,,,,,,,True
501,1983,SDN,,,,,,,True
502,1983,SEN,,,,,,,True
503,1983,SLB,,,,,,,True
504,1983,SLE,,,,,,,True
505,1983,SLV,,,,,,,True
506,1983,SRB,,,,,,,True
507,1983,SSD,,,,,,,True
508,1983,SUR,,,,,,,True
509,1983,SVK,,,,,,,True
510,1983,SWZ,,,,,,,True
511,1983,SYC,,,,,,,True
512,1983,TGO,,,,,,,True
513,1983,THA,,,,,,,True
514,1983,TJK,,,,,,,True
515,1983,TLS,,,,,,,True
516,1983,TON,,,,,,,True
517,1983,TUN,,,,,,,True
518,1983,TUR,,,,,,,True
519,1983,TUV,,,,,,,True
520,1983,TZA,,,,,,,True
521,1983,UGA,,,,,,,True
522,1983,UKR,,,,,,,True
523,1983,UZB,,,,,,,True
524,1983,VCT,,,,,,,True
525,1983,VNM,,,,,,,True
526,1983,VUT,,,,,,,True
527,1983,WSM,,,,,,,True
528,1983,XKX,,,,,,,True
529,1983,ZAF,,,,,,,True
530,1983,ZMB,,,,,,,True
531,1983,ZWE,,,,,,,True
532,1984,AFG,,,,,,,True
533,1984,AGO,,,,,,,True
534,1984,ALB,,,,,,,True
535,1984,ARG,,,,,,,True
536,1984,ARM,,,,,,,True
537,1984,ATG,,,,,,,True
538,1984,AZE,,,,,,,True
539,1984,BDI,,,,,,,True
540,1984,BEN,,,,,,,True
541,1984,BFA,,,,,,,True
542,1984,BGD,,,,,,,True
543,1984,BGR,,,,,,,True
544,1984,BIH,,,,,,,True
545,1984,BLZ,,,,,,,True
546,1984,BOL,,,,,,,True
547,1984,BRA,,,,,,,True
548,1984,BRB,,,,,,,True
549,1984,BTN,,,,,,,True
550,1984,BWA,,,,,,,True
551,1984,CHL,,,,,,,True
552,1984,CHN,,,,,,,True
553,1984,CIV,,,,,,,True
554,1984,CMR,,,,,,,True
555,1984,COD,,,,,,,True
556,1984,COL,,,,,,,True
557,1984,COM,,,,,,,True
558,1984,CPV,,,,,,,True
559,1984,CRI,,,,,,,True
560,1984,CUB,,,,,,,True
561,1984,DJI,,,,,,,True
562,1984,DMA,,,,,,,True
563,1984,DOM,,,,,,,True
564,1984,DZA,,,,,,,True
565,1984,ECU,,,,,,,True
566,1984,EGY,,,,,,,True
567,1984,ERI,,,,,,,True
568,1984,ETH,,,,,,,True
569,1984,FJI,,,,,,,True
570,1984,FSM,,,,,,,True
571,1984,GAB,,,,,,,True
572,1984,GEO,,,,,,,True
573,1984,GHA,,,,,,,True
574,1984,GIN,,,,,,,True
575,1984,GMB,,,,,,,True
576,1984,GNB,,,,,,,True
577,1984,GRD,,,,,,,True
578,1984,GTM,,,,,,,True
579,1984,GUY,,,,,,,True
580,1984,HND,,,,,,,True
581,1984,HRV,,,,,,,True
582,1984,HTI,,,,,,,True
583,1984,IDN,,,,,,,True
584,1984,IND,,,,,,,True
585,1984,IRN,,,,,,,True
586,1984,IRQ,,,,,,,True
587,1984,JAM,,,,,,,True
588,1984,JOR,,,,,,,True
589,1984,KAZ,,,,,,,True
590,1984,KEN,,,,,,,True
591,1984,KGZ,,,,,,,True
592,1984,KHM,,,,,,,True
593,1984,KIR,,,,,,,True
594,1984,KNA,,,,,,,True
595,1984,LAO,,,,,,,True
596,1984,LBN,,,,,,,True
597,1984,LBR,,,,,,,True
598,1984,LCA,,,,,,,True
599,1984,LKA,,,,,,,True
600,1984,LSO,,,,,,,True
601,1984,MAR,,,,,,,True
602,1984,MDA,,,,,,,True
603,1984,MDG,,,,,,,True
604,1984,MDV,,,,,,,True
605,1984,MEX,,,,,,,True
606,1984,MHL,,,,,,,True
607,1984,MKD,,,,,,,True
608,1984,MLI,,,,,,,True
609,1984,MMR,,,,,,,True
610,1984,MNE,,,,,,,True
611,1984,MNG,,,,,,,True
612,1984,MOZ,,,,,,,True
613,1984,MRT,,,,,,,True
614,1984,MUS,,,,,,,True
615,1984,MWI,,,,,,,True
616,1984,MYS,,,,,,,True
617,1984,NAM,,,,,,,True
618,1984,NER,,,,,,,True
619,1984,NGA,,,,,,,True
620,1984,NIC,,,,,,,True
621,1984,NPL,,,,,,,True
622,1984,PAK,,,,,,,True
623,1984,PAN,,,,,,,True
624,1984,PER,,,,,,,True
625,1984,PHL,,,,,,,True
626,1984,PLW,,,,,,,True
627,1984,PNG,,,,,,,True
628,1984,POL,,,,,,,True
629,1984,PRY,,,,,,,True
630,1984,PSE,,,,,,,True
631,1984,ROU,,,,,,,True
632,1984,RWA,,,,,,,True
633,1984,SAU,,,,,,,True
634,1984,SDN,,,,,,,True
635,1984,SEN,,,,,,,True
636,1984,SLB,,,,,,,True
637,1984,SLE,,,,,,,True
638,1984,SLV,,,,,,,True
639,1984,SRB,,,,,,,True
640,1984,SSD,,,,,,,True
641,1984,SUR,,,,,,,True
642,1984,SVK,,,,,,,True
643,1984,SWZ,,,,,,,True
644,1984,SYC,,,,,,,True
645,1984,TGO,,,,,,,True
646,1984,THA,,,,,,,True
647,1984,TJK,,,,,,,True
648,1984,TLS,,,,,,,True
649,1984,TON,,,,,,,True
650,1984,TUN,,,,,,,True
651,1984,TUR,,,,,,,True
652,1984,TUV,,,,,,,True
653,1984,TZA,,,,,,,True
654,1984,UGA,,,,,,,True
655,1984,UKR,,,,,,,True
656,1984,UZB,,,,,,,True
657,1984,VCT,,,,,,,True
658,1984,VNM,,,,,,,True
659,1984,VUT,,,,,,,True
660,1984,WSM,,,,,,,True
661,1984,XKX,,,,,,,True
662,1984,ZAF,,,,,,,True
663,1984,ZMB,,,,,,,True
664,1984,ZWE,,,,,,,True
665,1985,AFG,,,,,,,True
666,1985,AGO,,,,,,,True
667,1985,ALB,,,,,,,True
668,1985,ARG,,,,,,,True
669,1985,ARM,,,,,,,True
670,1985,ATG,,,,,,,True
671,1985,AZE,,,,,,,True
672,1985,BDI,,,,,,,True
673,1985,BEN,,,,,,,True
674,1985,BFA,,,,,,,True
675,1985,BGD,,,,,,,True
676,1985,BGR,,,,,,,True
677,1985,BIH,,,,,,,True
678,1985,BLZ,,,,,,,True
679,1985,BOL,,,,,,,True
680,1985,BRA,,,,,,,True
681,1985,BRB,,,,,,,True
682,1985,BTN,,,,,,,True
683,1985,BWA,,,,,,,True
684,1985,CHL,,,,,,,True
685,1985,CHN,,,,,,,True
686,1985,CIV,,,,,,,True
687,1985,CMR,,,,,,,True
688,1985,COD,,,,,,,True
689,1985,COL,,,,,,,True
690,1985,COM,,,,,,,True
691,1985,CPV,,,,,,,True
692,1985,CRI,,,,,,,True
693,1985,CUB,,,,,,,True
694,1985,DJI,,,,,,,True
695,1985,DMA,,,,,,,True
696,1985,DOM,,,,,,,True
697,1985,DZA,,,,,,,True
698,1985,ECU,,,,,,,True
699,1985,EGY,,,,,,,True
700,1985,ERI,,,,,,,True
701,1985,ETH,,,,,,,True
702,1985,FJI,,,,,,,True
703,1985,FSM,,,,,,,True
704,1985,GAB,,,,,,,True
705,1985,GEO,,,,,,,True
706,1985,GHA,,,,,,,True
707,1985,GIN,,,,,,,True
708,1985,GMB,,,,,,,True
709,1985,GNB,,,,,,,True
710,1985,GRD,,,,,,,True
711,1985,GTM,,,,,,,True
712,1985,GUY,,,,,,,True
713,1985,HND,,,,,,,True
714,1985,HRV,,,,,,,True
715,1985,HTI,,,,,,,True
716,1985,IDN,,,,,,,True
717,1985,IND,,,,,,,True
718,1985,IRN,,,,,,,True
719,1985,IRQ,,,,,,,True
720,1985,JAM,,,,,,,True
721,1985,JOR,,,,,,,True
722,1985,KAZ,,,,,,,True
723,1985,KEN,,,,,,,True
724,1985,KGZ,,,,,,,True
725,1985,KHM,,,,,,,True
726,1985,KIR,,,,,,,True
727,1985,KNA,,,,,,,True
728,1985,LAO,,,,,,,True
729,1985,LBN,,,,,,,True
730,1985,LBR,,,,,,,True
731,1985,LCA,,,,,,,True
732,1985,LKA,,,,,,,True
733,1985,LSO,,,,,,,True
734,1985,MAR,,,,,,,True
735,1985,MDA,,,,,,,True
736,1985,MDG,,,,,,,True
737,1985,MDV,,,,,,,True
738,1985,MEX,,,,,,,True
739,1985,MHL,,,,,,,True
740,1985,MKD,,,,,,,True
741,1985,MLI,,,,,,,True
742,1985,MMR,,,,,,,True
743,1985,MNE,,,,,,,True
744,1985,MNG,,,,,,,True
745,1985,MOZ,,,,,,,True
746,1985,MRT,,,,,,,True
747,1985,MUS,,,,,,,True
748,1985,MWI,,,,,,,True
749,1985,MYS,,,,,,,True
750,1985,NAM,,,,,,,True
751,1985,NER,,,,,,,True
752,1985,NGA,,,,,,,True
753,1985,NIC,,,,,,,True
754,1985,NPL,,,,,,,True
755,1985,PAK,,,,,,,True
756,1985,PAN,,,,,,,True
757,1985,PER,,,,,,,True
758,1985,PHL,,,,,,,True
759,1985,PLW,,,,,,,True
760,1985,PNG,,,,,,,True
761,1985,POL,,,,,,,True
762,1985,PRY,,,,,,,True
763,1985,PSE,,,,,,,True
764,1985,ROU,,,,,,,True
765,1985,RWA,,,,,,,True
766,1985,SAU,,,,,,,True
767,1985,SDN,,,,,,,True
768,1985,SEN,,,,,,,True
769,1985,SLB,,,,,,,True
770,1985,SLE,,,,,,,True
771,1985,SLV,,,,,,,True
772,1985,SRB,,,,,,,True
773,1985,SSD,,,,,,,True
774,1985,SUR,,,,,,,True
775,1985,SVK,,,,,,,True
776,1985,SWZ,,,,,,,True
777,1985,SYC,,,,,,,True
778,1985,TGO,,,,,,,True
779,1985,THA,,,,,,,True
780,1985,TJK,,,,,,,True
781,1985,TLS,,,,,,,True
782,1985,TON,,,,,,,True
783,1985,TUN,,,,,,,True
784,1985,TUR,,,,,,,True
785,1985,TUV,,,,,,,True
786,1985,TZA,,,,,,,True
787,1985,UGA,,,,,,,True
788,1985,UKR,,,,,,,True
789,1985,UZB,,,,,,,True
790,1985,VCT,,,,,,,True
791,1985,VNM,,,,,,,True
792,1985,VUT,,,,,,,True
793,1985,WSM,,,,,,,True
794,1985,XKX,,,,,,,True
795,1985,ZAF,,,,,,,True
796,1985,ZMB,,,,,,,True
797,1985,ZWE,,,,,,,True
798,1986,AFG,,,,,,,True
799,1986,AGO,,,,,,,True
800,1986,ALB,,,,,,,True
801,1986,ARG,,,,,,,True
802,1986,ARM,,,,,,,True
803,1986,ATG,,,,,,,True
804,1986,AZE,,,,,,,True
805,1986,BDI,,,,,,,True
806,1986,BEN,,,,,,,True
807,1986,BFA,,,,,,,True
808,1986,BGD,,,,,,,True
809,1986,BGR,,,,,,,True
810,1986,BIH,,,,,,,True
811,1986,BLZ,,,,,,,True
812,1986,BOL,,,,,,,True
813,1986,BRA,,,,,,,True
814,1986,BRB,,,,,,,True
815,1986,BTN,,,,,,,True
